CPF,Nome,Idade,UF,Regiao,Setor,Renda_Declarada,Renda_Presumida,Patrimonio,Alteracoes_Declaracao,Media_Depositos,Transacoes_Especie,Gastos_Cartao,Investimentos_Nao_Declarados,Pagamentos_PIX_TED,Media_Renda_Setor,Alerta_Gastos,Alerta_Patrimonio,Autuacoes_Anteriores,Proporcao_Renda_Patrimonio,Nivel_Complexidade,renda_nao_declarada,sonegador,Score_Risco,Relacoes_Suspeitas
46273225139,Ariyya el-Ramadan,52,GO,Centro-Oeste,Serviços,105313.85,146386.25,417042.85,1,12682.2,78.83,5146.04,161.35,91150.65,120094.74922628618,TRUE,FALSE,0,0.2525,1,-0,não,0.2,0
33372966917,Raven Hamlin,47,RJ,Sudeste,Comércio,99370.6,147068.49,314011.1,0,10619.36,964.54,3851.35,10182.68,126077.24,149730.06027473844,FALSE,FALSE,0,0.3165,2,-0,não,0.23,0
67636392196,Sabreen al-Rashid,39,MG,Sudeste,Construção Civil,119420.3,149275.38,899234.86,1,12262.82,292.64,5439.36,10595.18,116273.18,99772.2331975,TRUE,FALSE,1,0.1328,2,-0,não,0.25,0
18002645917,Sheneice Vaughn,37,SP,Sudeste,Serviços,99287.58,121130.85,423957.97,0,9753.7,437.36,1698.71,9277.61,62346.15,120094.74922628618,FALSE,FALSE,0,0.2342,1,-0,não,0.16,0
51267105458,Brandon Herrera,38,RJ,Sudeste,Indústria,180231.06,145987.16,1274233.59,1,14756.5,1966.2,5093.46,17433.6,95145.64,199329.2776114992,FALSE,FALSE,0,0.1414,3,-0,não,0.09,0
86993368456,Jonathan Nguyen,50,RJ,Sudeste,Serviços,104900.61,157350.92,509816.96,0,14458.22,2965.91,6228.59,6492.53,142154.31,120094.74922628618,TRUE,FALSE,0,0.2058,1,0.005000000004656613,sim,0.25,0
31129118256,Alec Wagnon,50,RS,Sul,Construção Civil,108022.97,138269.4,213885.48,2,11212.16,789.6,3751.15,14137.1,99718.84,99772.2331975,FALSE,FALSE,0,0.5051,2,-0,não,0.18,0
52772370760,Jasmine Johnson,40,SC,Sul,Construção Civil,88678.9,90452.48,472658.54,1,7112.02,138.31,2837.02,15163.29,27639.67,99772.2331975,FALSE,FALSE,0,0.1876,2,-0,não,0.12,0
37831551905,Olivia Thompson,41,SP,Sudeste,Comércio,109147.89,195374.72,649429.95,3,17054.04,14646.06,2071.32,54019.38,124370.12,149730.06027473844,FALSE,FALSE,0,0.1681,2,31652.88500000001,sim,0.44,0
35289345678,Muhjar el-Amini,35,SP,Sudeste,Financeiro,250214,325278.2,903272.54,4,28517.46,602.22,4421.43,4754.88,136392.74,295744.6433800561,FALSE,FALSE,1,0.277,1,-0,não,0.26,0
40351301325,Monica Contreras,55,MG,Sudeste,Serviços,134801.8,160414.14,374749,0,10899.65,86.93,4340.9,7631.94,141547.95,120094.74922628618,FALSE,FALSE,0,0.3597,1,-0,não,0.15,0
41322953581,Harleigh Pan,45,SP,Sudeste,Construção Civil,69649.59,78704.04,433916.95,2,6581.33,2251.63,3202.66,5974.98,86431.2,99772.2331975,TRUE,FALSE,1,0.1605,1,-0,não,0.24,0
41441140010,Trey Starks III,45,SP,Sudeste,Indústria,380317.21,631326.57,1821719.44,2,58549.28,3449.86,13839,46869.23,577128.99,199329.2776114992,FALSE,FALSE,0,0.2088,3,60850.75499999989,sim,0.3,0
86994389690,Woranee Burathoki,36,BA,Nordeste,Comércio,30488.95,31403.62,137505.16,2,2540.99,490.46,507,7722.57,31984.49,149730.06027473844,FALSE,FALSE,1,0.2217,1,-0,não,0.2,1
30963658737,Theresa Debaca,33,RJ,Sudeste,Indústria,158033.89,227568.8,606850.14,2,15479.82,1567.77,5259.32,13291.92,189276.24,199329.2776114992,FALSE,FALSE,0,0.2604,2,-0,não,0.23,2
51244448347,Laura Ruhl,45,RJ,Sudeste,Comércio,159362.83,226295.22,444622.3,1,17109.72,89.92,6501.61,13290.6,229036.92,149730.06027473844,TRUE,FALSE,1,0.3584,1,-0,não,0.29,0
50185445860,Kalia Vasquez,50,PR,Sul,Educação,122408.43,171371.8,755260.01,1,15901.84,1874.04,2886,10902.91,129572.54,99922.08285578748,FALSE,FALSE,0,0.1621,2,-0,não,0.22,0
48727006439,Destiny Liuzzi,39,RS,Sul,Agropecuária,78179.96,107106.55,347900.82,2,8775.71,270.84,2791.64,15612.04,79081.59,100261.125625,FALSE,FALSE,0,0.2247,1,-0,não,0.2,1
41744754810,Angel Busby,44,MG,Sudeste,Transporte,96959.29,139621.38,106655.22,2,12622.49,819.61,1543.81,9588.75,74590.23,100658.27340820312,FALSE,FALSE,0,0.9091,1,-0,não,0.22,0
18009647810,Peter Quinn,42,RJ,Sudeste,Serviços,81501.12,98616.36,302369.16,0,8963.49,40.49,4149.67,9726.78,60135.11,120094.74922628618,TRUE,FALSE,0,0.2695,1,-0,não,0.16,0
52960605483,Dalia Lenz,27,SC,Sul,Serviços,115430.41,160448.27,392463.39,0,15821.17,560.74,4208.69,6266.39,145448.95,120094.74922628618,FALSE,FALSE,0,0.2941,1,-0,não,0.2,1
40058578804,Morgan Shells,64,PR,Sul,Indústria,222137.9,242130.31,1657148.73,0,18352.9,806.46,5931.47,8051.29,138832.42,199329.2776114992,FALSE,FALSE,0,0.134,3,-0,não,0.14,0
18000482644,Intisaar al-Ismail,46,SP,Sudeste,Serviços,145689.74,215620.82,808578.06,0,18168.98,1369.55,5562.26,4530.75,220627.13,120094.74922628618,FALSE,FALSE,0,0.1802,1,-0,não,0.23,2
35281501141,Stephen Manimtim,18,RJ,Sudeste,Agropecuária,117068.53,134628.81,572465.11,2,12803.16,139.67,5369.39,1009.69,89877.93,100261.125625,TRUE,FALSE,0,0.2045,2,-0,não,0.15,2
40187985923,Angelina English,40,RS,Sul,Serviços,99427.29,111358.56,622414.84,0,10441.02,1853.94,4426.27,4067.48,98661.2,120094.74922628618,TRUE,FALSE,0,0.1597,2,-0,não,0.16,0
34304319016,Cody Laouar,33,RS,Sul,Serviços,144028.05,227564.32,838243.25,7,19151.76,12850.48,4899.36,58157.82,119125.98,120094.74922628618,FALSE,FALSE,0,0.1718,3,11522.245000000024,sim,0.37,1
30487487486,Ubaida el-Madani,43,RJ,Sudeste,Serviços,146268.93,204776.5,544120.42,0,18414.73,2764.6,4914.38,15249.41,66511.41,120094.74922628618,FALSE,FALSE,0,0.2688,1,-0,não,0.23,2
37151071828,Santos Allen,48,RS,Sul,Serviços,151954.66,170189.22,884376.12,3,13722.6,754.24,3776.78,14368.73,170768.89,120094.74922628618,FALSE,FALSE,0,0.1718,1,-0,não,0.14,0
18001171633,Lauren Sykes Varnhagen,35,RJ,Sudeste,Comércio,71372.43,112768.44,329740.63,2,10683.27,23676.85,2802.38,12619.4,127292.66,149730.06027473844,FALSE,FALSE,0,0.2165,1,5709.795000000013,sim,0.49,0
86998531374,Gabreille Benally,42,SP,Sudeste,Comércio,197490.55,213289.79,722815.41,2,18455.51,1217.88,5488.85,9144.02,122780.14,149730.06027473844,FALSE,FALSE,1,0.2732,1,-0,não,0.22,2
60111090000,Mukarram al-Hana,43,SP,Sudeste,Indústria,202796.24,265663.07,975449.91,1,19846.57,249.45,5404.65,10626.86,192207.68,199329.2776114992,FALSE,FALSE,0,0.2079,1,-0,não,0.18,0
30880528779,Dean Martinez,27,RJ,Sudeste,Agropecuária,144027.5,213160.7,20163.85,0,16933.74,405.19,2443.59,7413.73,117951.66,100261.125625,FALSE,FALSE,0,7.1429,1,-0,não,0.22,0
52340967507,Alexis Turner,58,SC,Sul,Comércio,158945.92,195503.48,1146000.08,0,17019.79,512.93,3931.18,10072.71,201554.64,149730.06027473844,FALSE,FALSE,0,0.1387,3,-0,não,0.17,0
41069860287,Amanda Nguyen,33,DF,Centro-Oeste,Indústria,77444.07,99128.41,414325.77,3,7199.8,397.01,2103.36,14883.67,67173.67,199329.2776114992,FALSE,FALSE,0,0.1869,1,-0,não,0.18,1
86992382537,Brittany Kline,42,SP,Sudeste,Comércio,129428.19,166962.37,685969.41,3,15704.41,1653.25,6529.61,2967.52,153133.9,149730.06027473844,TRUE,FALSE,0,0.1887,2,-0,não,0.19,2
42964984584,Shafeeqa el-Javed,55,SC,Sul,Serviços,75735.64,121177.02,469560.97,3,10880.42,9751.52,3331.56,36649.93,75705.84,120094.74922628618,TRUE,FALSE,1,0.1613,2,7573.560000000012,sim,0.43,0
54054510695,Daniel Lubthisophon,41,SC,Sul,Comércio,104295.25,135583.83,478715.2,0,10679.42,1260.69,2361.3,14895.86,111659.59,149730.06027473844,FALSE,FALSE,0,0.2179,1,-0,não,0.19,1
30257692046,Karry Bashir,46,GO,Centro-Oeste,Indústria,243491.72,318974.15,1178499.92,1,29480,759.24,9871.66,7275.75,268839.42,199329.2776114992,TRUE,FALSE,0,0.2066,3,-0,não,0.19,1
30156684157,Raihaan el-Sabet,44,PE,Nordeste,Serviços,246823.75,360362.68,950271.44,0,34545.9,118.14,10412.18,3212.51,391717.01,120094.74922628618,TRUE,FALSE,0,0.2597,1,-0,não,0.22,0
31124574356,Marixa Keimer,51,DF,Centro-Oeste,Serviços,94404.68,141607.02,510729.32,0,11248.13,2214.89,3440.9,13128.61,106716.04,120094.74922628618,FALSE,FALSE,0,0.1848,1,-0,não,0.25,1
49421641590,Christine Peckham,41,SP,Sudeste,Serviços,63654.41,78931.47,217698.08,1,6798.39,114.85,2484.39,3501.15,57959.7,120094.74922628618,FALSE,FALSE,0,0.2924,2,-0,não,0.17,0
35285385061,Hui Dang,36,RS,Sul,Financeiro,447564.32,559455.4,1982709.94,0,46149.84,91.32,25349.04,3546.32,430837.79,295744.6433800561,TRUE,FALSE,0,0.2257,3,-0,não,0.17,0
35286846108,Mystic Ramirez,61,RS,Sul,Transporte,160598.47,237685.74,505885.18,1,21198.29,87.5,4943.91,3254.23,198355.02,100658.27340820312,FALSE,FALSE,1,0.3175,2,-0,não,0.3,0
35288756508,Tylor Williams,48,SP,Sudeste,Indústria,144280.78,187565.01,365030.37,2,12673.1,2270.08,5832.57,5586.54,113936.03,199329.2776114992,TRUE,FALSE,0,0.3953,1,-0,não,0.2,1
30969601745,Tanea Williams,43,RJ,Sudeste,Serviços,139090.22,226717.06,1105767.25,3,20881.74,7468.24,6461.65,31844.93,153707.76,120094.74922628618,TRUE,FALSE,0,0.1258,3,18081.72999999998,sim,0.33,1
86992646422,Quayshawn Cunningham,27,RJ,Sudeste,Serviços,181582.85,245136.85,630092.49,2,21938.64,191.68,6439.64,12684.73,294064.38,120094.74922628618,FALSE,FALSE,0,0.2882,1,-0,não,0.19,0
52638596677,Edward Turner-Watson,67,RJ,Sudeste,Financeiro,311275.17,420221.48,1388287.26,0,33663.4,714.03,9224.94,16694.64,264305.24,295744.6433800561,FALSE,FALSE,1,0.2242,3,-0,não,0.28,1
42881536812,Serena Spotton,53,GO,Centro-Oeste,Comércio,56700.69,90721.1,345307.2,2,6985.68,7443.72,2149.89,76097.29,79039.38,149730.06027473844,FALSE,FALSE,0,0.1642,2,5670.065000000002,sim,0.32,0
43085972396,John Mcclintock,34,RS,Sul,Serviços,98944.03,132585,463058.06,1,10835.55,4.69,4985.54,10140.03,117810.66,120094.74922628618,TRUE,FALSE,2,0.2137,1,-0,não,0.35,0
43108126485,Danielle Alfaro,43,SP,Sudeste,Comércio,162553.02,138170.07,716858.82,0,10943.46,1322.51,2497.01,15916.83,123504.46,149730.06027473844,FALSE,FALSE,0,0.2268,1,-0,não,0.09,1
52559875752,Rah Mi Rawlings,28,PE,Nordeste,Serviços,99915.43,179847.77,621473.97,2,14109.36,2289.2,3421.28,60788.09,70277.74,120094.74922628618,FALSE,FALSE,0,0.1608,3,29974.625,sim,0.32,1
45217715703,Pedro Roman,49,SP,Sudeste,Comércio,89702.43,127377.45,322928.75,1,10656.1,2601.53,2225.79,19172.25,129394.38,149730.06027473844,FALSE,FALSE,0,0.2778,1,-0,não,0.23,1
34653581486,Hishma el-Khan,48,SP,Sudeste,Serviços,150342.4,222506.75,769753.09,0,18535.97,1679.95,2721.14,12555.9,176889.55,120094.74922628618,FALSE,FALSE,1,0.1953,1,-0,não,0.32,0
45985674759,Krista Garcia,62,SC,Sul,Serviços,102245.46,135986.46,676864.95,1,11100.11,875.76,3942.57,13658.65,110280.59,120094.74922628618,FALSE,FALSE,1,0.1511,1,-0,não,0.27,0
43154614456,Iyona Younger,36,SP,Sudeste,Comércio,154236.75,229812.76,931589.97,1,19490.18,852.15,8047.73,9007.02,204950.74,149730.06027473844,TRUE,FALSE,1,0.1656,1,-0,não,0.31,0
46016517512,Elynora Rhodus,43,SC,Sul,Serviços,56870.13,62557.14,424819.87,2,5653.38,4576.1,1685.25,12284.52,61915.19,120094.74922628618,FALSE,FALSE,1,0.1339,1,-0,não,0.26,1
37133845603,Chuong Chhay,65,GO,Centro-Oeste,Comércio,174223.09,139378.47,1202139.32,0,12241.16,842.48,1626.78,8507.22,87037.17,149730.06027473844,FALSE,FALSE,0,0.1449,3,-0,não,0.07,0
40551038545,Hayden Aghi,39,RJ,Sudeste,Serviços,109913.74,176961.12,518792.85,5,13586.01,11126.38,2281.38,45638.24,156125.27,120094.74922628618,FALSE,FALSE,0,0.2119,2,12090.50999999998,sim,0.36,1
49034300392,Turmunkh Davis,40,SP,Sudeste,Comércio,176671.04,263239.85,1211963.33,2,21923.18,345.9,7231.15,8803.99,209962.81,149730.06027473844,TRUE,FALSE,0,0.1458,2,-0,não,0.22,2
34443972834,Kwabena Suggs,50,GO,Centro-Oeste,Agropecuária,78326.83,83809.71,325056.34,2,7555.83,4271.17,832.77,9730.75,70285.87,100261.125625,FALSE,FALSE,1,0.241,1,-0,não,0.25,0
31582842855,Angelica Garcia,45,RJ,Sudeste,Comércio,96327.15,106923.14,147380.54,3,9100.52,1953.73,1663.47,10216.6,71751.21,149730.06027473844,FALSE,FALSE,1,0.6536,1,-0,não,0.23,0
40738246156,Rocky Casillas,29,PE,Nordeste,Agropecuária,61652.13,87546.02,252773.73,2,6536.74,1061.6,1957.11,9828.36,79860.85,100261.125625,FALSE,FALSE,1,0.2439,1,-0,não,0.3,1
45268596335,Jazmyn Stoffler,52,SP,Sudeste,Indústria,221391.29,241316.51,863426.03,2,21082.01,701.02,3459.79,11625.31,229442.94,199329.2776114992,FALSE,FALSE,0,0.2564,2,-0,não,0.14,1
34931381456,Lenora Bunce,44,SP,Sudeste,Comércio,76473.54,92532.98,419839.73,0,5919.92,947.73,3503.78,21740.7,64181.44,149730.06027473844,TRUE,FALSE,0,0.1821,2,-0,não,0.17,1
44671237232,Shelby Hicks,45,SP,Sudeste,Indústria,156305.66,182877.62,808100.26,1,14666.34,977.27,2562.73,11652.57,116509.24,199329.2776114992,FALSE,FALSE,2,0.1934,2,-0,não,0.32,0
49702712728,Kanaan el-Lodi,57,RS,Sul,Construção Civil,120028.74,142834.2,446506.91,0,11142.36,371.41,2977.6,446.21,152805.32,99772.2331975,FALSE,FALSE,1,0.2688,2,-0,não,0.24,0
44541650295,Mahfooz al-Begum,46,RS,Sul,Comércio,136256.48,181221.12,673107.01,0,15739.9,103.87,4778.43,12675.92,181905.15,149730.06027473844,FALSE,FALSE,0,0.2024,1,-0,não,0.19,1
21004730808,Hasnaa al-Assad,51,SP,Sudeste,Serviços,125748.08,164729.98,526884.46,1,14336.26,884.18,3236.74,11646.66,143611.97,120094.74922628618,FALSE,FALSE,1,0.2387,2,-0,não,0.27,0
47434483887,Risa Masingale,52,RJ,Sudeste,Serviços,143476.83,196563.26,576776.86,1,17330.56,1387.26,5474.65,4467.66,192726.39,120094.74922628618,FALSE,FALSE,0,0.2488,1,-0,não,0.21,0
37532176648,Clayton Jacquez,38,MG,Sudeste,Financeiro,400105.7,468123.67,1988525.33,2,43570.22,73.63,11248.79,6971.28,419753.35,295744.6433800561,FALSE,FALSE,0,0.2012,3,-0,não,0.15,1
86992202323,Desiree Gomez,19,SP,Sudeste,Indústria,246150.16,334764.22,1459670.45,3,24332.47,1160.5,7887.72,8458.51,286556.67,199329.2776114992,FALSE,FALSE,0,0.1686,3,-0,não,0.2,0
60117220873,Harrison Norman,44,PE,Nordeste,Agropecuária,59857.58,64047.61,430376,1,4643.06,984.95,1375.06,10614.81,54477.22,100261.125625,FALSE,FALSE,1,0.1391,2,-0,não,0.22,0
48522618809,Fernando Rojas,50,SP,Sudeste,Comércio,255793.33,245561.6,2000303.84,0,20028.74,3014.63,4846.25,6409.03,78217.59,149730.06027473844,FALSE,FALSE,0,0.1279,3,-0,não,0.13,0
34169132708,Demetrius Merchant,47,SP,Sudeste,Comércio,64500.98,89656.36,400551.09,1,8413.99,1936.98,1951.4,9116.86,57310.22,149730.06027473844,FALSE,FALSE,1,0.161,2,-0,não,0.3,0
30246295677,Dominick Wahl,60,DF,Centro-Oeste,Educação,36569.88,40958.27,186506.39,1,3337.69,1125.67,604.95,8501.67,40868.22,99922.08285578748,FALSE,FALSE,0,0.1961,2,-0,não,0.15,0
55465037883,Samip Yang,31,GO,Centro-Oeste,Construção Civil,94863.02,118578.78,413602.77,1,9740.12,933.43,107.26,3713.39,76157.37,99772.2331975,FALSE,FALSE,0,0.2294,1,-0,não,0.18,0
60114169699,Kayla Waters,40,RJ,Sudeste,Comércio,186752.65,229705.76,1346486.61,0,20738.98,54.79,6829.71,14005.9,127107.02,149730.06027473844,FALSE,FALSE,0,0.1387,3,-0,não,0.16,0
42884131845,Mufeeda el-Hatem,51,SP,Sudeste,Transporte,117948.74,129743.61,876359.14,1,10148.79,82.91,4347.13,11738.02,110736.85,100658.27340820312,FALSE,FALSE,0,0.1346,1,-0,não,0.13,1
63049563870,Destiny Davis,52,RJ,Sudeste,Serviços,121388.86,126244.41,375091.58,2,9204.39,3474.35,2068.13,16280.87,173600.29,120094.74922628618,FALSE,FALSE,0,0.3236,1,-0,não,0.15,1
35287892264,Jacob White,59,RJ,Sudeste,Educação,98364.05,108200.46,616742.59,1,8752.34,783.52,1044.81,11771.89,97733.47,99922.08285578748,FALSE,FALSE,1,0.1595,2,-0,não,0.22,0
21003247443,James Chu,44,GO,Centro-Oeste,Construção Civil,122828.56,141252.84,562554.8,0,13570.99,644.5,4687.68,9285.8,127181.9,99772.2331975,FALSE,FALSE,0,0.2183,1,-0,não,0.15,2
34040074807,Khaleel al-Bagheri,46,RS,Sul,Serviços,127339.3,193555.74,453327.91,3,14955.52,5553.22,3370.46,34322.83,179541.83,120094.74922628618,FALSE,FALSE,1,0.2809,1,2546.789999999979,sim,0.37,0
54409608386,Whitney Dixon,41,PE,Nordeste,Comércio,175734.36,173977.02,940178.83,1,16311.75,788.08,4990.85,8917.21,164100.84,149730.06027473844,FALSE,FALSE,0,0.1869,1,-0,não,0.12,1
49788975762,Danielle Portillo,37,RS,Sul,Serviços,83065.68,117953.27,418651.03,3,9152.23,2328.83,2431.02,9262.38,82807.66,120094.74922628618,FALSE,FALSE,0,0.1984,1,-0,não,0.23,1
30171795244,Ahlaam el-Sadri,30,RJ,Sudeste,Serviços,151561.23,186420.31,551682.88,1,16534.49,1457.66,6461.8,9658.97,129173.37,120094.74922628618,TRUE,FALSE,0,0.2747,1,-0,não,0.18,1
54148930717,Lorrin Huff,53,DF,Centro-Oeste,Agropecuária,127844.83,132958.62,767068.98,2,10742.56,54.3,3346.35,3098.26,113987.82,100261.125625,FALSE,FALSE,0,0.1667,1,-0,não,0.12,2
35281771298,Ruwaid al-Hammoud,61,SP,Sudeste,Comércio,110793.16,128520.07,696888.98,1,9848.84,1209.67,2481.84,4119.63,64814.85,149730.06027473844,FALSE,FALSE,0,0.159,1,-0,não,0.16,0
30017847232,Tailor Glover,31,GO,Centro-Oeste,Serviços,168361.19,247490.95,727320.34,2,19740.9,505.71,4621.97,11367.38,185049.54,120094.74922628618,FALSE,FALSE,1,0.2315,1,-0,não,0.3,0
49678462972,Humaidaan el-Pour,43,PR,Sul,Agropecuária,90902.73,129081.88,539962.22,0,10147.76,179.96,2263.08,14397.06,151932.29,100261.125625,FALSE,FALSE,1,0.1684,1,-0,não,0.29,0
37409984935,Eric Ortiz,61,SP,Sudeste,Construção Civil,111591.05,172966.13,514434.74,2,12294.38,12153.56,3622.76,35759.14,166968.43,99772.2331975,FALSE,FALSE,0,0.2169,2,5579.554999999993,sim,0.36,0
37493870783,Eryn Haggard,43,RJ,Sudeste,Transporte,92321.34,127403.45,486533.46,2,11689.2,1183.37,3591.46,8009.24,82051.04,100658.27340820312,FALSE,FALSE,0,0.1898,1,-0,não,0.21,0
47349476945,David Granados Rodriguez,38,RJ,Sudeste,Serviços,153904.84,169295.32,784914.68,2,14042.53,110.83,2877.21,16900.52,213279.02,120094.74922628618,FALSE,FALSE,0,0.1961,1,-0,não,0.13,0
63905613496,Dominic Estudillo,50,RJ,Sudeste,Educação,83385.62,106733.59,438608.36,0,10145.75,39.34,2720.38,15226.06,95475.46,99922.08285578748,FALSE,FALSE,0,0.1901,1,-0,não,0.17,0
34741546691,Steven Odonnell,52,BA,Nordeste,Comércio,118673.47,130540.82,538777.55,2,11733.09,172.01,3882.48,13600.92,82574.09,149730.06027473844,FALSE,FALSE,0,0.2203,2,-0,não,0.13,2
67611759553,Frankie Felix,43,SP,Sudeste,Agropecuária,107079.82,135991.37,618921.36,2,11327.22,183.68,2506.65,8013.81,99641.71,100261.125625,FALSE,FALSE,0,0.173,2,-0,não,0.17,0
30964470229,Kayley Rahl,38,SP,Sudeste,Indústria,264628.1,317553.72,780652.9,0,25953.01,2203.41,5785.03,11923.12,180731.29,199329.2776114992,FALSE,FALSE,0,0.339,1,-0,não,0.18,1
86993174873,Autumn Montoya-Yzaguirre,45,DF,Centro-Oeste,Indústria,112784.88,136469.7,236848.25,0,9392.32,316.65,3914.01,9205.43,151879.5,199329.2776114992,FALSE,FALSE,0,0.4762,1,-0,não,0.16,0
42387469274,Helen Ma,26,SP,Sudeste,Construção Civil,46766.63,52846.29,268440.46,1,4693.41,946.47,931.91,4180.82,36045.6,99772.2331975,FALSE,FALSE,1,0.1742,2,-0,não,0.23,0
41547186172,Jessie Rutledge,51,RS,Sul,Saúde,180349.51,178546.01,1094721.53,0,13695.53,51.79,3740.11,19940.05,121336.69,98524.38325734549,FALSE,FALSE,0,0.1647,3,-0,não,0.11,0
33372566445,Sirajuddeen el-Halim,54,MG,Sudeste,Comércio,272131.82,299345,1967513.06,3,20568.22,364.19,9797.18,15051.53,104164.79,149730.06027473844,FALSE,FALSE,0,0.1383,3,-0,não,0.14,0
47374895615,Thomas Bobian,29,RS,Sul,Serviços,152411.07,219471.94,999816.62,0,18643.28,1443.65,2940.99,4011.05,171145.22,120094.74922628618,FALSE,FALSE,1,0.1524,2,-0,não,0.3,0
50209927296,Michael Bustillos Gamboa,54,RJ,Sudeste,Serviços,116306.34,205862.22,766458.78,4,15817.04,10471.04,1299.49,50135.4,135436.04,120094.74922628618,FALSE,FALSE,0,0.1517,3,31402.709999999992,sim,0.39,0
86996279914,Michael Lopez,46,SP,Sudeste,Comércio,178323.33,253219.13,1012876.51,0,23578.28,253.02,6285.91,11927.72,176226.86,149730.06027473844,FALSE,FALSE,0,0.1761,2,-0,não,0.21,0
67620801230,Heber Lopez Vergara,49,SP,Sudeste,Indústria,295223.4,369029.25,41331.28,0,27657.52,1188.42,12102.98,12640.46,247856.2,199329.2776114992,TRUE,FALSE,1,7.1429,1,-0,não,0.26,0
42673379999,Aishwaria Ma,29,SP,Sudeste,Serviços,143355.17,189228.82,1235721.57,1,16850.17,643.85,6539.94,11029.64,130654.35,120094.74922628618,TRUE,FALSE,0,0.116,2,-0,não,0.19,0
60112919272,Fawzaana al-Sarah,40,RJ,Sudeste,Educação,87967.65,113478.27,588503.58,1,8939.02,5634.09,3230.56,5735.93,105253.22,99922.08285578748,FALSE,FALSE,0,0.1495,1,-0,não,0.23,2
31583386568,Jessica Hess,49,SP,Sudeste,Serviços,102070.85,143919.9,656315.57,1,12939.67,638.83,2677.04,7961.22,120632.9,120094.74922628618,FALSE,FALSE,0,0.1555,1,-0,não,0.21,2
18003925638,Wisaam el-Rassi,53,SP,Sudeste,Financeiro,184561.67,241775.79,909889.03,1,16900.21,2019.14,12273.39,5167.98,178871.18,295744.6433800561,TRUE,FALSE,0,0.2028,1,-0,não,0.2,2
35284251112,Alisa Kim,40,BA,Nordeste,Serviços,100783.17,136057.28,991706.39,3,10540.58,123.22,244.2,5823.61,64872.27,120094.74922628618,FALSE,FALSE,0,0.1016,1,-0,não,0.19,0
49346486162,Steven Le,48,MG,Sudeste,Serviços,130515.64,197078.62,852267.13,3,15655.58,7280.65,5948.78,45207.41,177998.54,120094.74922628618,TRUE,FALSE,1,0.15310000000000001,1,1305.1600000000035,sim,0.38,0
30042313747,Laveen Baek,47,SP,Sudeste,Serviços,150678.88,209443.64,1065299.68,0,15424.57,2753.92,2852.55,13750.68,195111.86,120094.74922628618,FALSE,FALSE,2,0.1414,2,-0,não,0.39,0
31126529336,Sierra Du,49,BA,Nordeste,Financeiro,337169.48,387744.9,630506.93,0,32221.4,143.97,8022.36,13962.16,369700.34,295744.6433800561,FALSE,FALSE,0,0.5348,2,-0,não,0.15,1
45259603265,Lataja Thomas,42,MG,Sudeste,Serviços,142413.3,146685.7,682159.71,1,12431.61,0.25,3335,2371.99,137185.02,120094.74922628618,FALSE,FALSE,1,0.2088,2,-0,não,0.2,0
53997517410,Rebekah Goodrum,45,PE,Nordeste,Construção Civil,111342.31,139177.89,433121.59,0,11680.07,745.25,5281.98,13637.38,123349.2,99772.2331975,TRUE,FALSE,0,0.2571,1,-0,não,0.17,2
46320962556,Fayeza Yang,42,BA,Nordeste,Serviços,152616.79,195349.49,448693.36,3,14795.5,193.08,4278.03,6423.67,145625.13,120094.74922628618,FALSE,FALSE,0,0.3401,1,-0,não,0.18,1
35283910219,Brandon Bron,49,MG,Sudeste,Comércio,238939.77,274780.74,977263.66,1,23189.81,665.9,4331.41,991.93,200556.59,149730.06027473844,FALSE,FALSE,1,0.2445,1,-0,não,0.23,0
63908332847,Amber Gonzales,49,PR,Sul,Transporte,88295.82,121848.23,376140.19,3,10822.56,3179.17,2807.04,13041.97,92028.63,100658.27340820312,FALSE,FALSE,0,0.2347,1,-0,não,0.23,0
67610290819,Kenny Sher,34,SP,Sudeste,Serviços,92198.62,129078.07,719149.24,2,9763.19,214.04,1724.61,7022.31,91391.91,120094.74922628618,FALSE,FALSE,0,0.1282,1,-0,não,0.2,0
31123197584,Paul Pablo,50,SP,Sudeste,Serviços,180267.03,205504.41,158634.99,0,17242.54,1136.06,5068.54,11712.41,202997.9,120094.74922628618,FALSE,FALSE,0,1.1364,1,-0,não,0.15,1
86993314740,Marissa Callahan,43,SC,Sul,Indústria,140079.03,208717.75,631756.43,1,18679.87,605.54,4215.69,20203.46,172705.63,199329.2776114992,FALSE,FALSE,0,0.2217,1,-0,não,0.23,1
54688444523,Sandora Kuck,47,PE,Nordeste,Serviços,124516.38,145684.16,623827.06,1,14525.81,1014.08,1623.29,5283.22,82657.95,120094.74922628618,FALSE,FALSE,0,0.1996,2,-0,não,0.16,1
18009895676,Angel Madrid,36,GO,Centro-Oeste,Financeiro,584722.58,801069.93,3169196.38,1,73723.8,766.05,17209.35,18037.69,597616.6,295744.6433800561,FALSE,FALSE,0,0.1845,3,-0,não,0.2,0
55588882791,Philip Wilson,46,SP,Sudeste,Comércio,129413.01,172119.3,591417.46,2,14583.56,1047.5,5460.09,13319.69,79424.58,149730.06027473844,TRUE,FALSE,0,0.2188,1,-0,não,0.2,0
49809120051,Stephanie Castorena,30,RJ,Sudeste,Serviços,199397.4,239276.88,1457594.99,3,18727.02,169.48,5417.65,9427.69,213705.95,120094.74922628618,FALSE,FALSE,0,0.1368,2,-0,não,0.16,0
